Key,Directory,Name,FoFID,Object_Type,Combat_Role,Textual_Description,Hud_image,Unit_Scale,Cockpit,CockpitX,CockpitY,CockpitZ,Mesh,Shield_Mesh,Rapid_Mesh,BSP_Mesh,Use_BSP,Use_Rapid,Mass,Moment_Of_Inertia,Convex_Hull_Volume,Fuel_Capacity,Hull,Armor_Front_Top_Right,Armor_Front_Top_Left,Armor_Front_Bottom_Right,Armor_Front_Bottom_Left,Armor_Back_Top_Right,Armor_Back_Top_Left,Armor_Back_Bottom_Right,Armor_Back_Bottom_Left,Shield_Front_Top_Right,Shield_Back_Top_Left,Shield_Front_Bottom_Right,Shield_Front_Bottom_Left,Shield_Back_Top_Right,Shield_Front_Top_Left,Shield_Back_Bottom_Right,Shield_Back_Bottom_Left,Shield_Recharge,Shield_Leak,Warp_Capacitor,Primary_Capacitor,Reactor_Recharge,Jump_Drive_Present,Jump_Drive_Delay,Wormhole,Outsystem_Jump_Cost,Warp_Usage_Cost,Afterburner_Type,Afterburner_Usage_Cost,Maneuver_Yaw,Maneuver_Pitch,Maneuver_Roll,Yaw_Governor,Pitch_Governor,Roll_Governor,Afterburner_Accel,Forward_Accel,Retro_Accel,Left_Accel,Right_Accel,Top_Accel,Bottom_Accel,Afterburner_Speed_Governor,Default_Speed_Governor,ITTS,Radar_Color,Can_Lock,Radar_Range,Tracking_Cone,Max_Cone,Lock_Cone,Hold_Volume,Can_Cloak,Cloak_Min,Cloak_Rate,Cloak_Energy,Cloak_Glass,Repair_Droid,ECM_Rating,ECM_Resist,Ecm_Drain,Hud_Functionality,Max_Hud_Functionality,Lifesupport_Functionality,Max_Lifesupport_Functionality,Comm_Functionality,Max_Comm_Functionality,FireControl_Functionality,Max_FireControl_Functionality,SPECDrive_Functionality,Max_SPECDrive_Functionality,Slide_Start,Slide_End,Activation_Accel,Activation_Speed,Upgrades,Sub_Units,Sounds,Light,Mounts,Net_Comm,Dock,Cargo_Import,Cargo,Explosion,Equipment_Space,Num_Animation_Stages,Upgrade_Storage_Volume,Heat_Sink_Rating,Shield_Efficiency,Num_Chunks,Chunk_0,Collide_Subunits,Tractorability
Key,String,string,string,string,string,string,string,float,string,x=float,y=float,z=float(meters),{string;int(frame);float(texturetime)}{string;int(frame);float(texturetime)}{string;int;float},string,string,string,boolean,boolean,mass=float (metric tons),moment=float (metric tons * meters*meters),volume=float (meters * meters * meters),Fuel_capacity=float (metric tons),VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD,VSD/second,percentage,800MJ,100MJ,100MJ/s,Boolean ,seconds,boolean,800MJ,800MJ/second,int type ,units 100MJ/s can be negative - type determines if taken from fuel or from capacitor banks,metric tons*degrees/second^2,metric tons*degrees/second^2,metric tons*degrees/second^2,degrees/sec,degrees/sec,degrees/sec,metric tons*m/s^2,metric tons*m/s^2,metric tons*m/s^2,metric tons*m/s^2,metric tons*m/s^2,metric tons**m/s^2,metric tons*m/s^2,meters/second,meters/second,boolean,integer,boolean,meters,Degrees,Degrees,Degrees,m^3,boolean,percentage,percentage/second,800MJ/s,boolean,int,int,int,800MJ/s,1 normalized fraction,1 normalized fraction,1 normalized fraction,1 normalized fraction,1 normalized fraction,1 normalized fraction,1 normalized fraction,1 normalized fraction,1 normalized fraction,1 normalized fraction,seconds,seconds,m/s^2,m/s,{string;mountoffset;subunoffset}{string;mountoffset;subunitoffset},{file;x;y;z;forex;forey;forez;upx;upy;upz;restricted},shieldhit;armorhit;hullhit;jump;explode;cloak;engine,{mesh;x;y;z;scale;r;g;b;a;activationspeed}...,{type;ammo;volume;SIZE;x;y;z;xyscale;zscale;forex;forey;forez;upx;upy;upz;maxfunc;func},?,{INTERNAL;x;y;z;size;minsize},{Cat; price%;pricestddev%;quant%;quantstddev%},{file;Category;price;quant;mass;volume;functionality;maxfunctionality;description;missionBOOL},string,m^3,int,float,float,float,int,string,Boolean,pPiI
tarsus,tarsus,tarsus,FIXME,FIXME,SHUTTLE,WRITEME,tarsus-hud.spr,12,tarsus-cockpit.cpt,-0.03,0.06,0.33,{tarsus.bfxm;;},,,,,,250,250,,1,5,5,5,4,4,5,5,4,4,0,0,0,0,,,,,0,0,6,0,0,TRUE,10,,1,0,0,32767,4050000,3200000,11552000,90,80,152,48000,18000,18000,70000,70000,70000,70000,600,300,FALSE,1,TRUE,14999,5,180,10,100,0,,,,,1,0,0,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{shield_4_Level1;;}{reactor_level_0;;}{afterburner;;},,;;;;;;,{supernova.png.bfxm;0.0160800;2.65e-2;-.305;.08;;;;;}{supernova.png.bfxm;-0.0160800;2.65e-2;-.305;.08;;;;;}{supernova.png.bfxm;0.113560;-4.09926e-2;-0.511825;.2;;;;;}{supernova.png.bfxm;0.110819;6.80232e-2;-0.264433;.2;;;;;}{supernova.png.bfxm;-0.113600;-4.09926e-2;-0.511825;.2;;;;;}{supernova.png.bfxm;-0.110800;6.80232e-2;-0.264433;.2;;;;;},{MassDriver_Computer;;;Light Medium Heavy;-3.28150e-2;0.021027;0.449882;.1;.1;0.00000e+0;0.00000e+0;0.225456;0.00000e+0;0.112728;0.00000e+0;1;1}{MassDriver_Computer;;;Light Medium Heavy;3.28150e-2;0.021027;0.449882;.1;.1;0.00000e+0;0.00000e+0;0.225456;0.00000e+0;0.112728;0.00000e+0;1;1}{HeatSeeker;3;10;Light-Missile Medium-Missile Heavy-Missile Special;8.97297e-2;-3.57955e-2;0.342895;;;0.00000e+0;0.00000e+0;0.244000;-0.112343;4.75713e-2;0.00000e+0;1;1}{HeatSeeker;1;10;Light-Missile Medium-Missile Heavy-Missile Special;-8.97474e-2;-3.57955e-2;0.342895;;;0.00000e+0;0.00000e+0;0.244000;0.112343;4.75713e-2;0.00000e+0;1;1},,,{Wood;.8;.2;0;50}{Advanced_Fuels;0.8;.2;0;25}{Books;1;.1;0;25}{Games;1;.1;0;25}{PlayThing_(tm);1;.1;0;25}{Movies;1;.1;0;25}{Artwork;1;.1;0;25},,explosion_orange.ani,0,0,16,0,1,1,,0,
tarsus.blank,tarsus,tarsus,FIXME,FIXME,SHUTTLE,WRITEME,tarsus-hud.spr,12,tarsus-cockpit.cpt,-0.03,0.06,0.33,{tarsus.bfxm;;},,,,,,250,250,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,6,0,0,FALSE,10,,1,0,0,32767,4050000,3200000,11552000,90,80,152,48000,18000,18000,70000,70000,70000,70000,600,300,FALSE,0,FALSE,0,0,0,0,100,0,,,,,0,0,0,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{reactor_level_0;;},,;;;;;;,{supernova.png.bfxm;0.0160800;2.65e-2;-.305;.08;;;;;}{supernova.png.bfxm;-0.0160800;2.65e-2;-.305;.08;;;;;}{supernova.png.bfxm;0.113560;-4.09926e-2;-0.511825;.1;;;;;}{supernova.png.bfxm;0.110819;6.80232e-2;-0.264433;.1;;;;;}{supernova.png.bfxm;-0.113600;-4.09926e-2;-0.511825;.1;;;;;}{supernova.png.bfxm;-0.110800;6.80232e-2;-0.264433;.1;;;;;},{;;;Light Medium Heavy;-3.28150e-2;0.021027;0.449882;.1;.1;0.00000e+0;0.00000e+0;0.225456;0.00000e+0;0.112728;0.00000e+0;1;1}{;;;Light Medium Heavy;3.28150e-2;0.021027;0.449882;.1;.1;0.00000e+0;0.00000e+0;0.225456;0.00000e+0;0.112728;0.00000e+0;1;1}{;0;10;Light-Missile Medium-Missile Heavy-Missile Special;8.97297e-2;-3.57955e-2;0.342895;;;0.00000e+0;0.00000e+0;0.244000;-0.112343;4.75713e-2;0.00000e+0;1;1}{;0;10;Light-Missile Medium-Missile Heavy-Missile Special;-8.97474e-2;-3.57955e-2;0.342895;;;0.00000e+0;0.00000e+0;0.244000;0.112343;4.75713e-2;0.00000e+0;1;1},,,{Wood;.8;.2;0;50}{Advanced_Fuels;0.8;.2;0;25}{Books;1;.1;0;25}{Games;1;.1;0;25}{PlayThing_(tm);1;.1;0;25}{Movies;1;.1;0;25}{Artwork;1;.1;0;25},,explosion_orange.ani,0,0,16,0,1,1,,0,
tarsus.template,tarsus,tarsus,FIXME,FIXME,SHUTTLE,WRITEME,tarsus-hud.spr,12,tarsus-cockpit.cpt,-0.03,0.06,0.33,{tarsus.bfxm;;},,,,,,250,250,,1,10000,200,200,200,200,200,200,200,200,0,0,0,0,,,,,0,0,6,0,0,TRUE,10,,1,0,0,0,4050000,3200000,11552000,90,80,152,48000,18000,18000,70000,70000,70000,70000,600,300,TRUE,2,TRUE,3E+038,180,180,180,150,1,,,,,6,6,6,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{shield_4_Level2;;}{reactor_level_1;;}{mult_general_upgrade;;}{add_general_upgrade;;},,;;;;;;,{supernova.png.bfxm;0.0160800;2.65e-2;-.305;.08;;;;;}{supernova.png.bfxm;-0.0160800;2.65e-2;-.305;.08;;;;;}{supernova.png.bfxm;0.113560;-4.09926e-2;-0.511825;.2;;;;;}{supernova.png.bfxm;0.110819;6.80232e-2;-0.264433;.2;;;;;}{supernova.png.bfxm;-0.113600;-4.09926e-2;-0.511825;.2;;;;;}{supernova.png.bfxm;-0.110800;6.80232e-2;-0.264433;.2;;;;;},{Laser;;;Light Medium Heavy Special Autotracking;-3.28150e-2;0.021027;0.449882;.1;.1;0.00000e+0;0.00000e+0;0.225456;0.00000e+0;0.112728;0.00000e+0;1;1}{Laser;;;Light Medium Heavy Special Autotracking;3.28150e-2;0.021027;0.449882;.1;.1;0.00000e+0;0.00000e+0;0.225456;0.00000e+0;0.112728;0.00000e+0;1;1}{;;10;Light-Missile Medium-Missile Heavy-Missile Special;8.97297e-2;-3.57955e-2;0.342895;;;0.00000e+0;0.00000e+0;0.244000;-0.112343;4.75713e-2;0.00000e+0;1;1}{;;10;Light-Missile Medium-Missile Heavy-Missile Special;-8.97474e-2;-3.57955e-2;0.342895;;;0.00000e+0;0.00000e+0;0.244000;0.112343;4.75713e-2;0.00000e+0;1;1},,,,,explosion_orange.ani,0,0,16,0,1,1,,0,
tarsus.begin,tarsus,tarsus,FIXME,FIXME,SHUTTLE,WRITEME,tarsus-hud.spr,12,tarsus-cockpit.cpt,-0.03,0.06,0.33,{tarsus.bfxm;;},,,,,,250,250,,1,10,,,,,,,,,0,0,0,0,,,,,0,0,6,0,0,FALSE,10,,1,0,0,32767,4050000,3200000,11552000,90,80,152,48000,18000,18000,70000,70000,70000,70000,600,300,FALSE,0,FALSE,0,0,0,10,100,0,,,,,0,0,0,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{reactor_level_0;;}{shield_4_Level1;;}{iris_mk2;;}{plasteel;;},,;;;;;;,{supernova.png.bfxm;0.0160800;2.65e-2;-.305;.08;;;;;}{supernova.png.bfxm;-0.0160800;2.65e-2;-.305;.08;;;;;}{supernova.png.bfxm;0.113560;-4.09926e-2;-0.511825;.2;;;;;}{supernova.png.bfxm;0.110819;6.80232e-2;-0.264433;.2;;;;;}{supernova.png.bfxm;-0.113600;-4.09926e-2;-0.511825;.2;;;;;}{supernova.png.bfxm;-0.110800;6.80232e-2;-0.264433;.2;;;;;},{Laser;;;Light Medium Heavy;-3.28150e-2;0.021027;0.449882;.12;.12;0.00000e+0;0.00000e+0;0.225456;0.00000e+0;0.112728;0.00000e+0;1;1}{;;;Light Medium Heavy;3.28150e-2;0.021027;0.449882;.12;.12;0.00000e+0;0.00000e+0;0.225456;0.00000e+0;0.112728;0.00000e+0;1;1}{;0;10;Autotracking Special;8.97297e-2;-3.57955e-2;0.342895;;;0.00000e+0;0.00000e+0;0.244000;-0.112343;4.75713e-2;0.00000e+0;1;1}{;0;10;Autotracking Special;-8.97474e-2;-3.57955e-2;0.342895;;;0.00000e+0;0.00000e+0;0.244000;0.112343;4.75713e-2;0.00000e+0;1;1},,,,{shield_4_Level1;upgrades/Shield_Systems/Light;10000;1;10.000000;0.000000;1.000000;1.000000;;false}{plasteel;upgrades/Armor;1500;1;10;0;1;1;;false}{iris_mk2;upgrades/Radar/Basic;30000;1;10.0000;0.0000;1.000;1.000;;false},explosion_orange.ani,0,0,16,0,1,1,,0,
galaxy,./galaxy,galaxy,FIXME,FIXME,SHUTTLE,WRITEME,galaxy-hud.spr,20,galaxy-cockpit.cpt,-0.03,-0.05,0.46,{galaxy.bfxm;;},,,,,,400,400,,1,12.5,12.5,12.5,8.75,8.75,8.75,8.75,10,10,0,0,0,0,,,,,0,0,6,0,0,TRUE,10,,1,0,0,32767,13939200,7372800,20480000,132,96,160,55000,55000,55000,150000,150000,150000,150000,750,300,FALSE,1,TRUE,14999,5,180,10,150,0,,,,,1,0,0,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{shield_4_Level3;;}{reactor_level_3;;}{afterburner;;},{turret_medium_massdriver_computer;1.05529e-6;-0.144535;-0.191367;0;0;1;0;-1;0;180.0}{turret_medium_massdriver_computer;0;0.140064;-0.176212;0;0;1;0;1;0;180.0},;;;;;;,{supernova.png.bfxm;0.174517;0.129537;-0.498724;.3;;;;;}{supernova.png.bfxm;-0.176538;0.129537;-0.498724;.3;;;;;}{supernova.png.bfxm;0.320141;-1.21069e-2;-0.373616;.3;;;;;}{supernova.png.bfxm;-0.321987;-1.21069e-2;-0.373616;.3;;;;;},{MassDriver_Computer;;;Light Medium Heavy;2.96069e-2;-0.111334;0.436086;.08;.08;0.00000e+0;0.00000e+0;0.188628;5.13671e-2;7.90984e-2;0.00000e+0;1;1}{MassDriver_Computer;;;Light Medium Heavy;-3.14621e-2;-0.111334;0.436086;.08;.08;0.00000e+0;0.00000e+0;0.188628;-5.13670e-2;7.90984e-2;0.00000e+0;1;1}{HeatSeeker;10;10;Light-Missile Medium-Missile Heavy-Missile Special;3.91311e-2;1.40977e-2;0.301536;;;0.00000e+0;0.00000e+0;0.188628;-9.43140e-2;1.25135e-7;0.00000e+0;1;1}{HeatSeeker;10;10;Light-Missile Medium-Missile Heavy-Missile Special;-4.09353e-2;1.40977e-2;0.301536;;;0.00000e+0;0.00000e+0;0.188628;9.43140e-2;1.25135e-7;0.00000e+0;1;1},,,{Plastics;.8;.2;0;50}{Robot_Servants;0.8;.2;0;50}{Home_Appliances;1;.1;0;50}{Textiles;1;.1;0;50}{Furs;1;.1;0;50},,explosion_big.ani,0,0,16,0,1,1,,0,
galaxy.blank,./galaxy,galaxy,FIXME,FIXME,SHUTTLE,WRITEME,galaxy-hud.spr,20,galaxy-cockpit.cpt,-0.03,-0.05,0.46,{galaxy.bfxm;;},,,,,,400,400,,1,12.5,,,,,,,,,0,0,0,0,,,,,0,0,6,0,0,FALSE,10,,1,0,0,32767,13939200,7372800,20480000,132,96,160,55000,55000,55000,150000,150000,150000,150000,750,300,FALSE,0,FALSE,0,0,0,0,150,0,,,,,0,0,0,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{reactor_level_0;;},{turret_medium_blank;1.05529e-6;-0.144535;-0.191367;0;0;1;0;-1;0;180.0}{turret_medium_blank;0;0.140064;-0.176212;0;0;1;0;1;0;180.0},;;;;;;,{supernova.png.bfxm;0.174517;0.129537;-0.498724;.3;;;;;}{supernova.png.bfxm;-0.176538;0.129537;-0.498724;.3;;;;;}{supernova.png.bfxm;0.320141;-1.21069e-2;-0.373616;.3;;;;;}{supernova.png.bfxm;-0.321987;-1.21069e-2;-0.373616;.3;;;;;},{;;;Light Medium Heavy;2.96069e-2;-0.111334;0.436086;.08;.08;0.00000e+0;0.00000e+0;0.188628;5.13671e-2;7.90984e-2;0.00000e+0;1;1}{;;;Light Medium Heavy;-3.14621e-2;-0.111334;0.436086;.08;.08;0.00000e+0;0.00000e+0;0.188628;-5.13670e-2;7.90984e-2;0.00000e+0;1;1}{;0;10;Light-Missile Medium-Missile Heavy-Missile Special;3.91311e-2;1.40977e-2;0.301536;;;0.00000e+0;0.00000e+0;0.188628;-9.43140e-2;1.25135e-7;0.00000e+0;1;1}{;0;10;Light-Missile Medium-Missile Heavy-Missile Special;-4.09353e-2;1.40977e-2;0.301536;;;0.00000e+0;0.00000e+0;0.188628;9.43140e-2;1.25135e-7;0.00000e+0;1;1},,,{Plastics;.8;.2;0;50}{Robot_Servants;0.8;.2;0;50}{Home_Appliances;1;.1;0;50}{Textiles;1;.1;0;50}{Furs;1;.1;0;50},,explosion_big.ani,0,0,16,0,1,1,,0,
galaxy.template,./galaxy,galaxy,FIXME,FIXME,SHUTTLE,WRITEME,galaxy-hud.spr,20,galaxy-cockpit.cpt,-0.03,-0.05,0.46,{galaxy.bfxm;;},,,,,,400,400,,1,10000,200,200,200,200,200,200,200,200,0,0,0,0,,,,,0,0,6,0,0,TRUE,10,,1,0,0,0,13939200,7372800,20480000,132,96,160,55000,55000,55000,150000,150000,150000,150000,750,300,TRUE,2,TRUE,3E+038,180,180,180,225,1,,,,,6,6,6,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{shield_4_Level5_galaxy;;}{reactor_level_5_galaxy;;}{mult_general_upgrade;;}{add_general_upgrade;;},{turret_medium;1.05529e-6;-0.144535;-0.191367;0;0;1;0;-1;0;180.0}{turret_medium;0;0.140064;-0.176212;0;0;1;0;1;0;180.0},;;;;;;,{supernova.png.bfxm;0.174517;0.129537;-0.498724;.3;;;;;}{supernova.png.bfxm;-0.176538;0.129537;-0.498724;.3;;;;;}{supernova.png.bfxm;0.320141;-1.21069e-2;-0.373616;.3;;;;;}{supernova.png.bfxm;-0.321987;-1.21069e-2;-0.373616;.3;;;;;},{Tachyon;;;Light Medium Heavy AUTOTRACKING SPECIAL;2.96069e-2;-0.111334;0.436086;.08;.08;0.00000e+0;0.00000e+0;0.188628;5.13671e-2;7.90984e-2;0.00000e+0;1;1}{Tachyon;;;Light Medium Heavy AUTOTRACKING SPECIAL;-3.14621e-2;-0.111334;0.436086;.08;.08;0.00000e+0;0.00000e+0;0.188628;-5.13670e-2;7.90984e-2;0.00000e+0;1;1}{HeatSeeker;;10;Light-Missile Medium-Missile Heavy-Missile AUTOTRACKING SPECIAL;3.91311e-2;1.40977e-2;0.301536;;;0.00000e+0;0.00000e+0;0.188628;-9.43140e-2;1.25135e-7;0.00000e+0;1;1}{HeatSeeker;;10;Light-Missile Medium-Missile Heavy-Missile AUTOTRACKING SPECIAL;-4.09353e-2;1.40977e-2;0.301536;;;0.00000e+0;0.00000e+0;0.188628;9.43140e-2;1.25135e-7;0.00000e+0;1;1},,,,,explosion_big.ani,0,0,16,0,1,1,,0,
galaxy.begin,./galaxy,galaxy,FIXME,FIXME,SHUTTLE,WRITEME,galaxy-hud.spr,20,galaxy-cockpit.cpt,-0.03,-0.05,0.46,{galaxy.bfxm;;},,,,,,400,400,,1,25,,,,,,,,,0,0,0,0,,,,,0,0,6,0,0,FALSE,10,,1,0,0,32767,13939200,7372800,20480000,132,96,160,55000,55000,55000,150000,150000,150000,150000,750,300,FALSE,0,FALSE,0,0,0,0,150,0,,,,,0,0,0,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{reactor_level_0;;},{turret_medium_blank;1.05529e-6;-0.144535;-0.191367;0;0;1;0;-1;0;180.0}{turret_medium_blank;0;0.140064;-0.176212;0;0;1;0;1;0;180.0},;;;;;;,{supernova.png.bfxm;0.174517;0.129537;-0.498724;.3;;;;;}{supernova.png.bfxm;-0.176538;0.129537;-0.498724;.3;;;;;}{supernova.png.bfxm;0.320141;-1.21069e-2;-0.373616;.3;;;;;}{supernova.png.bfxm;-0.321987;-1.21069e-2;-0.373616;.3;;;;;},{;;;Light Medium Heavy;-3.14621e-2;-0.111334;0.436086;.08;.08;0.00000e+0;0.00000e+0;0.188628;-5.13670e-2;7.90984e-2;0.00000e+0;1;1}{;;;Light Medium Heavy;2.96069e-2;-0.111334;0.436086;.08;.08;0.00000e+0;0.00000e+0;0.188628;5.13671e-2;7.90984e-2;0.00000e+0;1;1}{;0;10;Autotracking Special;-4.09353e-2;1.40977e-2;0.301536;;;0.00000e+0;0.00000e+0;0.188628;9.43140e-2;1.25135e-7;0.00000e+0;1;1}{;0;10;Autotracking Special;3.91311e-2;1.40977e-2;0.301536;;;0.00000e+0;0.00000e+0;0.188628;-9.43140e-2;1.25135e-7;0.00000e+0;1;1},,,,,explosion_big.ani,0,0,16,0,1,1,,0,
orion,./orion,orion,FIXME,FIXME,FIGHTER,WRITEME,orion-hud.spr,16,orion-cockpit.cpt,0,-0.09,0.36,{orion.bfxm;;},,,,,,350,350,,1,24,24,24,17.5,17.5,17.5,17.5,25,25,0,0,0,0,,,,,0,0,6,0,0,TRUE,10,,1,0,0,32767,7571200,5670000,14515200,104,90,144,55000,55000,55000,150000,150000,150000,150000,800,350,FALSE,1,TRUE,14999,5,180,10,50,0,,,,,1,0,0,0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1,1,1,1,1,1,1,1,0,0,,,{shield_4_Level5;;}{reactor_level_5;;}{afterburner;;},{turret_mediumrear_laser_computer;1.70163e-6;-3.69403e-2;-0.391308;0;0;-1;0;1;0;40.0},;;;;;;,{supernova.png.bfxm;-0.396625;9.45012e-2;-0.437208;.45;;;;;}{supernova.png.bfxm;0.398076;9.45012e-2;-0.437208;.45;;;;;}{supernova.png.bfxm;-0.266564;4.49639e-2;-0.437208;.2;;;;;}{supernova.png.bfxm;0.268015;4.49639e-2;-0.437208;.2;;;;;}{supernova.png.bfxm;-0.198189;0.116241;-0.437208;.5;;;;;}{supernova.png.bfxm;0.199636;0.116241;-0.437208;.45;;;;;}{supernova.png.bfxm;7.19771e-4;-0.251270;-0.437208;.45;;;;;},{MassDriver_Computer;;;Light Medium Heavy;-0.175274;-0.222272;0.423810;.12;.12;0.00000e+0;0.00000e+0;0.237380;0.00000e+0;0.118690;0.00000e+0;1;1}{MassDriver_Computer;;;Light Medium Heavy;0.176713;-0.222272;0.423810;.12;.12;0.00000e+0;0.00000e+0;0.237380;0.00000e+0;0.118690;0.00000e+0;1;1}{HeatSeeker;10;10;Light-Missile Medium-Missile Heavy-Missile Special;7.19395e-4;-0.298689;0.337042;;;0.00000e+0;0.00000e+0;0.237380;0.00000e+0;0.118690;0.00000e+0;1;1},,,,,explosion_big.ani,0,0,16,0,1,1,,0,
